MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,price_per_sqft,room_ratio,lot_to_sqft_ratio,avg_room_size,total_living_area
4,2,9.055385138137417,0.8370916477761755,13,7.0,5.0,-0.23053222203672497,-0.5575504294151004,5,7,206.0,3,1,2,0,704.0,567.0,0.7900026912640236,3,1601.0,0.0,0.5148113468658357,0.0,0.8061237684104074,0.0,0.33228487922696837,3,7.0,1.0,5,0,1978.0,2,2.0,478.0,0.0,0.0,2009.0,11.964001084330445,0.007472830158857242,1.5,0.005860469452165294,320.2,2872.0
4,2,8.366600265340756,-0.2968364938994522,11,5.0,7.0,-0.9726829883658615,0.6786895199286975,8,11,45.0,3,1,3,4,588.0,422.0,-0.07654605705305802,0,1134.0,0.0,-0.7215367653465506,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,6.0,0.0,3,0,1960.0,2,1.0,254.0,0.0,16.0,2007.0,11.813030057420567,0.010417134089436127,2.0,0.007807465104089462,378.0,2144.0
1,3,4.898979485566356,-2.965364874940924,1,5.0,5.0,-0.5603770070718967,-0.9696304125296997,3,4,304.0,3,1,3,5,0.0,630.0,-1.33818791284038,3,630.0,672.0,-0.2767691361138292,0.0,0.8061237684104074,1.0,0.33228487922696837,3,6.0,0.0,3,3,1970.0,3,2.0,440.0,0.0,0.0,2007.0,11.571194373094205,0.008887246062284335,1.5,0.005843986658365023,260.4,1932.0
8,2,0.0,0.0062372809620646,7,6.0,5.0,0.6765409368099975,0.5756695241500477,7,10,0.0,3,2,2,5,0.0,924.0,-0.3620755296786098,0,948.0,742.0,0.7504322933045989,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,2000.0,2,2.0,463.0,100.0,48.0,2007.0,12.106252310247962,0.007163462905472167,1.5,0.005322509452476344,338.0,2614.0
8,2,0.0,-0.010578621269507293,7,6.0,5.0,0.47038794616301516,0.369629532592748,3,4,0.0,3,2,2,2,219.0,554.0,-0.8634121618467298,2,773.0,885.0,0.6657146496412234,1.0,0.8061237684104074,1.0,0.33228487922696837,3,8.0,1.0,5,0,1995.0,0,2.0,431.0,224.0,84.0,2008.0,12.144197241812087,0.007324606297836,1.5,0.005420504716925195,331.6,2431.0
4,2,8.54400374531753,-0.26642818797960566,11,5.0,7.0,-1.0963747827540509,-1.6392603850909235,9,12,0.0,3,1,3,2,708.0,108.0,-0.7206474255339539,3,816.0,0.0,-1.563418349251345,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,3,1957.0,3,1.0,308.0,0.0,0.0,2006.0,11.77452020265869,0.01442955907188565,2.0,0.010867463312536038,272.0,1632.0
4,2,8.12403840463596,0.22349883905899587,11,5.0,7.0,-1.2612971752716369,0.8847295114859971,8,11,0.0,3,1,3,1,643.0,365.0,-0.0831862773466755,2,1008.0,0.0,-1.0551124872710917,1.0,-1.1907886371539629,0.0,-1.2175125652925647,2,6.0,0.0,3,0,1953.0,3,1.0,240.0,0.0,18.0,2007.0,11.809319478024031,0.011715594720261936,2.0,0.009024193940377134,336.0,2016.0
4,2,9.486832980505138,-0.8531635214479633,16,5.0,7.0,-1.2200665771422403,0.5756695241500477,4,6,0.0,3,1,3,4,415.0,418.0,-0.6642055530382053,0,833.0,0.0,-1.5184121010551765,0.0,-1.1907886371539629,0.0,-1.2175125652925647,2,4.0,0.0,3,3,1955.0,3,1.0,326.0,0.0,0.0,2006.0,11.669929213779893,0.014009518864081505,2.0,0.010317111923832372,277.6666666666667,1666.0
10,2,0.0,-0.07863988131984613,7,8.0,5.0,0.7590021330687905,0.6786895199286975,7,10,0.0,2,2,2,2,353.0,55.0,-2.0752523654319206,0,779.0,640.0,0.032979748530387536,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,2,2002.0,0,2.0,527.0,120.0,0.0,2009.0,12.123234367221169,0.008543505544200965,1.5,0.006311098042528113,283.8,1827.0
4,2,7.54983443527075,0.4165862381692494,18,5.0,7.0,-0.6840688014600862,0.7301995178180224,7,10,0.0,3,1,3,1,702.0,192.0,-0.4616788340828721,0,894.0,0.0,-1.356919092821867,1.0,-1.1907886371539629,0.0,0.33228487922696837,2,5.0,0.0,3,0,1967.0,2,2.0,450.0,0.0,0.0,2008.0,11.77528972943772,0.013171465021742415,3.0,0.010275679453593794,223.5,1788.0
4,2,9.16515138991168,0.4857175690238423,4,7.0,5.0,0.8826939274569799,0.8847295114859971,7,10,196.0,2,2,2,2,24.0,1528.0,1.72295364251728,0,1552.0,0.0,0.38508745500629205,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2005.0,2,3.0,782.0,144.0,20.0,2006.0,12.26857785088157,0.007905011501856681,1.5,0.0059398874280333835,310.4,3104.0
10,2,0.0,0.27148814616775535,7,7.0,5.0,0.3466961517748257,0.16358954103544834,3,4,170.0,3,2,2,5,0.0,384.0,-2.1549350089553303,2,812.0,670.0,0.1997676094926581,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,0,1992.0,0,2.0,392.0,100.0,25.0,2007.0,12.00701176473192,0.008101897277147045,1.5,0.0061530183390355545,296.4,1866.0
4,2,7.745966692414834,0.5588616529137771,11,4.0,5.0,-1.178835979012844,-1.7422803808695735,5,7,0.0,3,1,3,5,0.0,1005.0,-0.09314660778710172,3,1005.0,0.0,-1.0630547663645333,0.0,-1.1907886371539629,0.0,-1.2175125652925647,1,5.0,1.0,5,3,1977.0,3,2.0,672.0,0.0,0.0,2009.0,11.652687407345388,0.011594713838154615,2.0,0.009206791028440136,335.0,2010.0
0,2,7.280109889280518,-1.672933024037238,0,7.0,5.0,0.9651551237157728,0.9362395093753221,7,10,130.0,2,2,2,5,0.0,1373.0,1.1286539262385151,0,1555.0,0.0,0.39302973409973346,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,7.0,1.0,5,0,2007.0,0,3.0,660.0,143.0,20.0,2009.0,12.066810578196666,0.0077600068026988205,1.0,0.005280870995096589,388.75,2928.0
8,2,7.681145747868608,0.8218799799330511,7,7.0,5.0,0.8414633293275834,0.8332195135966722,7,10,0.0,2,2,2,5,0.0,847.0,-0.6177240109828829,0,847.0,1112.0,1.4625899853498494,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,2,2,2004.0,0,2.0,434.0,100.0,48.0,2007.0,12.2783933071098,0.006267684179229097,2.0,0.0047858681827132035,326.5,2806.0
12,3,7.745966692414834,-0.2364451870156705,16,5.0,5.0,-0.148071025777932,-0.45453043363645057,4,6,180.0,3,1,2,2,936.0,0.0,-0.3222342079169049,3,936.0,0.0,-1.2457271855136867,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,3,1980.0,3,2.0,672.0,49.0,0.0,2007.0,11.84939770159144,0.012659612929050684,2.0,0.009489141351500157,312.0,1872.0
4,2,7.937253933193772,0.6152313430039529,10,5.0,5.0,0.3054655536454292,0.16358954103544834,3,4,0.0,3,2,2,1,212.0,762.0,-0.19607002233817272,3,974.0,0.0,-1.1451249836634283,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,28.0,2007.0,11.44571671527678,0.011751249194329343,3.0,0.009526817132824444,243.5,1948.0
8,2,8.94427190999916,0.4305920021451512,19,8.0,5.0,0.47038794616301516,0.3181195347034231,7,10,0.0,2,2,2,2,584.0,544.0,0.3152269402703735,0,1142.0,878.0,1.6240829935831589,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,5,0,1995.0,2,2.0,466.0,0.0,155.0,2009.0,12.386308695833106,0.0061318359880361915,1.5,0.0045509855117034995,404.0,3148.0
8,2,7.54983443527075,0.1871550161230756,7,6.0,5.0,0.552849142421808,0.4211395304820729,7,10,0.0,3,2,2,5,0.0,916.0,-0.38863641085307976,2,916.0,684.0,0.5121639205013553,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,1997.0,0,2.0,460.0,100.0,38.0,2007.0,12.037653993905211,0.007523533746190757,1.5,0.00567464631383024,320.0,2516.0
5,3,7.745966692414834,-0.5639302845329731,2,6.0,5.0,-2.3745233247653417,-1.999830370316198,8,11,0.0,3,0,3,5,0.0,960.0,-0.2425515643934951,3,986.0,0.0,-1.1133558672896624,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,1.0,2,3,1926.0,3,1.0,180.0,0.0,128.0,2007.0,11.532728092266408,0.011696478795402037,2.0,0.008853015771249226,328.6666666666667,1946.0
4,2,0.0,0.4286279620414484,10,6.0,5.0,-0.2717628201661214,-0.6090604273044253,5,5,0.0,3,2,3,0,1567.0,0.0,1.7727552947194112,3,1567.0,0.0,0.4247988504734993,1.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,2.0,5,0,1977.0,2,2.0,714.0,264.0,32.0,2009.0,12.185869938212655,0.007776560266887463,1.0,0.005866033543822138,391.75,3134.0
4,2,7.745966692414834,-0.19224259784326383,11,5.0,7.0,-1.3437583715304298,-1.948320372426873,3,4,0.0,3,1,3,0,852.0,100.0,-0.26911244556796504,3,952.0,0.0,-1.203368363681999,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,3,1988.0,3,2.0,840.0,0.0,0.0,2008.0,11.842229212112828,0.01243931639927818,2.0,0.009351318899376976,317.3333333333333,1904.0
3,2,7.745966692414834,0.8905545088996756,6,4.0,4.0,-1.7560643528243947,-1.999830370316198,4,6,0.0,3,0,2,1,348.0,324.0,-1.1987432866744128,1,672.0,252.0,-1.2774963018874526,1.0,-1.1907886371539629,0.0,-1.2175125652925647,1,5.0,0.0,3,3,1941.0,3,1.0,280.0,0.0,0.0,2010.0,11.289781913656018,0.01221837869443292,2.0,0.010181331754614597,308.0,1596.0
7,3,7.211102550927978,-0.5432175666561295,2,5.0,6.0,-2.2920621285065486,-1.999830370316198,4,6,0.0,3,0,3,5,0.0,1042.0,0.02969746764482171,0,1042.0,534.0,0.44862568775382367,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,8.0,1.0,2,3,1928.0,3,1.0,225.0,0.0,0.0,2006.0,11.911701584927597,0.007558186284852536,3.0,0.005544882906956519,394.0,2618.0
4,2,0.0,0.7107336092189739,19,6.0,5.0,0.05808196486905037,-0.19698044418982602,8,12,85.0,2,1,2,2,1258.0,40.0,0.8796456652278596,3,1298.0,0.0,-0.2873588415717511,1.0,0.8061237684104074,0.0,0.33228487922696837,2,5.0,1.0,5,0,1985.0,3,2.0,403.0,165.0,26.0,2006.0,12.100712129872347,0.009322582534570375,1.5,0.007183104050295212,259.6,2596.0
9,2,8.660254037844387,0.858637051475585,5,7.0,7.0,-1.7560643528243947,-1.999830370316198,4,6,0.0,3,1,3,4,275.0,429.0,-1.0924997619765329,0,860.0,704.0,0.4168565713800578,0.0,-1.1907886371539629,1.0,0.33228487922696837,1,7.0,1.0,2,0,1941.0,3,1.0,234.0,0.0,0.0,2009.0,12.069680020624618,0.007717186713954359,3.0,0.006005538317627964,391.0,2268.0
0,2,5.830951894845301,-1.017720017332562,15,7.0,5.0,0.9651551237157728,0.9877495072646469,7,10,166.0,2,2,2,2,904.0,410.0,0.9327674275767994,0,1314.0,0.0,-0.24500001974006339,1.0,0.8061237684104074,0.0,-1.2175125652925647,2,6.0,1.0,2,0,2008.0,2,2.0,626.0,172.0,62.0,2009.0,12.345834587905333,0.009395612319562659,1.0,0.00648203437703113,328.5,2628.0
4,2,9.591663046625438,0.8464545872698891,20,8.0,5.0,0.9651551237157728,0.9877495072646469,7,10,186.0,2,2,2,5,0.0,1580.0,1.8159167266279248,0,1580.0,0.0,0.4592153932117456,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2008.0,2,3.0,830.0,0.0,24.0,2008.0,12.367885325692589,0.007827775522590246,1.5,0.005941126041540911,316.0,3160.0
8,2,8.717797887081348,0.27031316689841883,13,6.0,6.0,-0.39545461455431086,-0.7635904209724,3,4,270.0,2,1,3,0,442.0,459.0,-0.4384380630552109,3,943.0,933.0,1.242853597097969,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,5,0,1974.0,2,2.0,540.0,0.0,69.0,2008.0,12.128111104060462,0.006464877987239053,2.0,0.004860461131699562,312.6666666666667,2777.0
1,2,4.898979485566356,-2.701554847456361,12,6.0,5.0,-0.23053222203672497,-0.5575504294151004,5,1,0.0,3,1,2,0,311.0,544.0,-0.591163129808413,1,855.0,601.0,0.13093452401616548,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,1978.0,3,2.0,440.0,26.0,0.0,2010.0,11.891361900690473,0.008167144162562139,1.5,0.005310391979360224,291.2,2311.0
4,2,10.44030650891055,0.17514792849106703,18,5.0,5.0,-0.6428382033306898,-1.0726504083083495,7,10,0.0,3,1,2,1,492.0,402.0,-0.4616788340828721,2,894.0,0.0,-1.356919092821867,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,1.0,4,0,1968.0,0,2.0,450.0,0.0,0.0,2007.0,11.76756768334381,0.013162827386290614,3.0,0.010149701484699685,223.5,1788.0
4,2,8.888194417315589,0.3670573668048794,15,7.0,5.0,1.0476163199745658,1.039259505153972,7,10,268.0,2,2,2,5,0.0,1502.0,1.5569481351768428,0,1502.0,0.0,0.2527161367822678,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2009.0,2,2.0,644.0,0.0,114.0,2009.0,12.359523080243038,0.008228710439575924,1.5,0.006100768029794837,300.4,3004.0
4,2,8.0,0.5672689270258798,4,8.0,5.0,1.0063857218451693,0.9877495072646469,7,10,72.0,2,2,2,5,0.0,1694.0,2.1944092833641213,0,1694.0,0.0,0.7610219987625209,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2008.0,2,3.0,776.0,160.0,33.0,2010.0,12.41044104151805,0.0073261163173069955,1.5,0.005464431372367379,338.8,3388.0
8,2,7.615773105863909,0.6430674739735976,7,6.0,5.0,0.6765409368099975,0.5756695241500477,7,10,0.0,3,2,2,2,786.0,173.0,-0.24587167454030384,0,959.0,712.0,0.7001311923794697,1.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,2000.0,0,2.0,472.0,0.0,38.0,2006.0,12.061046873479915,0.007217861683710303,1.5,0.005560804712016052,334.2,2630.0
1,0,5.916079783099616,-1.4874209986057287,20,7.0,5.0,0.9239245255863764,0.9362395093753221,4,6,0.0,2,2,2,5,0.0,625.0,-1.3547884635744236,0,625.0,625.0,-0.4144353070668144,0.0,0.8061237684104074,1.0,-1.2175125652925647,2,5.0,0.0,3,3,2006.0,0,2.0,625.0,0.0,54.0,2008.0,12.05466819137094,0.009643734553096752,1.0,0.006638632507487426,312.5,1875.0
4,2,6.082762530298219,-0.3118955095239983,10,5.0,5.0,0.0168513667396539,-0.19698044418982602,3,7,0.0,3,1,3,0,658.0,218.0,-0.5214408167254294,3,923.0,0.0,-1.280143728251933,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,0,1984.0,3,1.0,264.0,362.0,0.0,2008.0,11.691071650353702,0.01266638315314594,3.0,0.0095846596024924,230.75,1799.0
8,2,0.0,0.7049837185392536,22,7.0,5.0,0.26423495551603277,0.11207954314612344,4,6,0.0,3,3,2,3,1216.0,0.0,0.6073966331895427,0,1298.0,1216.0,2.9319116176365183,0.0,0.8061237684104074,1.0,1.8820823237465014,3,8.0,0.0,3,0,1990.0,0,2.0,693.0,0.0,0.0,2006.0,12.429216196844383,0.004944000078299277,2.0,0.003707632017527146,419.0,3730.0
5,2,7.745966692414834,0.6327704857294256,16,5.0,6.0,-2.6219069135417206,-1.999830370316198,6,9,0.0,3,0,3,4,821.0,299.0,0.28866605909590354,0,1130.0,0.0,-0.7321264708044726,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,1.0,2,3,1970.0,3,2.0,720.0,229.0,0.0,2006.0,11.695247021764184,0.01034977612545503,2.0,0.008218850808063992,376.6666666666667,2250.0
8,2,8.246211251235321,0.22637990069533642,4,7.0,5.0,0.7590021330687905,0.6786895199286975,7,10,95.0,2,2,2,5,0.0,831.0,-0.6708457733318228,0,831.0,829.0,0.6710095023701844,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2002.0,2,2.0,493.0,144.0,68.0,2009.0,12.180754837545884,0.007337804119003545,1.5,0.005480561100959957,332.0,2491.0
8,2,7.745966692414834,-0.1489330516428411,7,7.0,5.0,0.635310338680601,0.5241595262607227,7,10,0.0,3,2,3,5,0.0,994.0,-0.1296678194019979,2,1028.0,776.0,1.0522388988553741,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,0,1999.0,0,2.0,442.0,140.0,60.0,2010.0,12.14950229404178,0.0067347573692027604,1.5,0.004946041185989136,360.8,2798.0
8,2,7.14142842854285,-0.002821580043468868,7,6.0,5.0,0.8826939274569799,0.8332195135966722,7,10,0.0,3,2,2,5,0.0,728.0,-1.0128171184531232,0,728.0,728.0,0.13093452401616548,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,0.0,3,0,2005.0,0,2.0,400.0,100.0,24.0,2008.0,12.078239274020289,0.008295494006882067,1.5,0.0061750104850169536,291.2,2184.0
8,2,7.615773105863909,1.1973503558405165,7,7.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,5,0.0,879.0,-0.5114804862850032,0,879.0,984.0,1.208437054359723,0.0,0.8061237684104074,1.0,1.8820823237465014,2,9.0,1.0,2,2,2006.0,0,3.0,660.0,100.0,17.0,2006.0,12.297785453453374,0.006601065729175187,2.0,0.005126496152309256,310.5,2742.0
4,2,8.366600265340756,0.26560679920518104,4,7.0,5.0,0.7177715349393939,0.6271795220393726,7,10,0.0,2,2,2,5,0.0,1212.0,0.5941161926023077,0,1212.0,0.0,-0.5150375089170729,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2001.0,2,2.0,573.0,356.0,0.0,2009.0,12.089538829274222,0.00997486702085332,1.5,0.0075214766439809745,242.4,2424.0
4,2,8.660254037844387,0.7174223810205169,18,4.0,5.0,-0.8489911939776721,-0.5060404315257755,3,4,51.0,3,1,3,4,547.0,504.0,0.05957845896610039,2,1382.0,0.0,-0.06497502695539041,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,1.0,4,0,1974.0,3,2.0,459.0,0.0,82.0,2006.0,11.904967552746252,0.008614303583752715,3.0,0.006748762072807112,345.5,2433.0
4,2,8.426149773176359,0.32439427473507787,11,4.0,5.0,-0.5603770070718967,-0.9696304125296997,4,6,0.0,3,1,3,5,0.0,864.0,-0.5612821384871343,2,864.0,0.0,-1.4363418837562816,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,0,1972.0,3,1.0,280.0,0.0,0.0,2006.0,11.661776411702583,0.013497426402433545,3.0,0.010582699567632583,216.0,1728.0
8,2,8.94427190999916,0.551864671835126,4,7.0,5.0,0.5940797405512046,0.47264952837139784,7,10,0.0,3,2,2,5,0.0,866.0,-0.5546419181935168,0,866.0,913.0,0.9860532397433621,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,1998.0,2,2.0,546.0,198.0,36.0,2009.0,12.195517131590657,0.006855265391563045,1.5,0.005199303589167771,355.8,2645.0
4,2,8.831760866327848,0.4975896305074627,13,5.0,6.0,-0.3542240164249144,-0.7120804230830752,3,4,0.0,3,1,2,0,788.0,268.0,0.0761790097001441,0,1074.0,0.0,-0.8803823472153798,1.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,0.0,3,0,1975.0,2,2.0,495.0,0.0,88.0,2006.0,11.941455846009388,0.01111867397207578,3.0,0.008588680891196623,268.5,2130.0
4,1,0.0,0.21796595809567923,19,4.0,4.0,-0.7252993995894826,-1.1756704040869994,3,4,0.0,3,1,3,4,1056.0,0.0,0.0761790097001441,3,1056.0,0.0,-0.9280360217760285,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,3,1966.0,3,1.0,384.0,0.0,42.0,2006.0,11.580584113444043,0.010966462228640193,2.0,0.008611559238371432,352.0,2112.0
4,2,8.366600265340756,0.2738361744673829,4,6.0,5.0,0.8002327311981869,0.7301995178180224,7,10,120.0,2,2,2,2,340.0,1342.0,2.1545679616024165,0,1700.0,0.0,0.7769065569494038,1.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2003.0,2,2.0,544.0,192.0,23.0,2006.0,12.206072645530174,0.007180042732664808,1.5,0.005364628511065945,340.0,3382.0
4,2,9.219544457292887,0.5064507280737046,20,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,420.0,2,2,0,2,1220.0,440.0,2.081525538372624,0,1660.0,0.0,0.6710095023701844,1.0,0.8061237684104074,0.0,0.33228487922696837,2,8.0,1.0,2,0,2006.0,2,2.0,500.0,322.0,50.0,2006.0,12.577636201962656,0.007576889278290757,1.5,0.005559263093049567,332.0,3320.0
5,2,7.0710678118654755,0.3214125436491032,6,4.0,6.0,-1.7560643528243947,-1.999830370316198,4,6,0.0,3,1,3,4,344.0,328.0,-1.1987432866744128,3,672.0,0.0,-1.9446477457365348,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,0,1941.0,3,1.0,234.0,0.0,113.0,2009.0,11.635143097694478,0.01731420103823583,2.0,0.013604258230986441,224.0,1344.0
11,2,8.306623862918075,0.5112877577743035,11,5.0,5.0,-0.8902217921070685,-1.381710395644299,4,6,0.0,3,1,3,1,784.0,141.0,-0.35875541953180107,3,999.0,0.0,-1.078939324551416,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1962.0,3,1.0,300.0,150.0,72.0,2006.0,11.809319478024031,0.011821140618642674,3.0,0.009239872948192137,249.75,1924.0
4,0,8.48528137423857,0.15440658167046284,20,8.0,5.0,1.0476163199745658,1.039259505153972,2,3,72.0,2,2,2,2,936.0,364.0,0.886285885521477,0,1314.0,0.0,-0.24500001974006339,1.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2009.0,2,2.0,552.0,135.0,112.0,2009.0,12.343466568968994,0.00939381017425342,1.5,0.006898141447334932,262.8,2614.0
1,3,4.58257569495584,-3.3562166436270573,1,6.0,5.0,-0.5191464089425003,-0.9181204146403747,2,3,236.0,3,1,3,5,0.0,672.0,-1.1987432866744128,3,672.0,546.0,-0.49915295073018995,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,7.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,201.0,0.0,2006.0,11.424094251263613,0.009379387726817416,3.0,0.006097330929718641,304.5,1890.0
7,2,8.831760866327848,0.5715623567274557,11,6.0,6.0,-1.4262195677892227,-1.999830370316198,8,11,320.0,3,1,3,4,196.0,844.0,0.02305724735120423,0,1168.0,678.0,1.1634308061635545,0.0,0.8061237684104074,0.0,0.33228487922696837,3,7.0,1.0,2,0,1949.0,3,1.0,315.0,0.0,0.0,2007.0,11.870599909242044,0.006430444154518984,1.5,0.005015573949720406,369.2,2886.0
8,2,7.745966692414834,1.391190245162235,7,7.0,5.0,0.8414633293275834,0.8332195135966722,7,10,0.0,2,2,2,2,724.0,64.0,-0.8136105096445987,0,788.0,702.0,0.22094702040850198,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,2,0,2004.0,0,2.0,388.0,100.0,75.0,2008.0,12.122691036591123,0.00813603425274572,1.5,0.006470525696153434,298.0,2278.0
8,2,9.273618495495704,1.2787645648383992,20,6.0,5.0,0.9651551237157728,0.9362395093753221,7,10,74.0,2,2,2,5,0.0,894.0,-0.4616788340828721,0,894.0,1039.0,1.3937568998733567,0.0,0.8061237684104074,1.0,1.8820823237465014,2,9.0,1.0,2,2,2007.0,0,3.0,668.0,100.0,18.0,2008.0,12.273731294003989,0.006349576458356952,2.0,0.004960496540099109,322.1666666666667,2827.0
10,2,8.366600265340756,-0.0348324897931818,11,5.0,5.0,-0.9726829883658615,-1.4847303914229488,1,4,0.0,3,1,3,0,666.0,409.0,0.13926110248951018,2,1507.0,0.0,0.2659532686046702,0.0,0.8061237684104074,0.0,1.8820823237465014,3,7.0,0.0,3,1,1960.0,3,1.0,404.0,0.0,0.0,2008.0,11.751942365440728,0.007798236473417868,2.0,0.005956126782190908,251.16666666666666,2582.0
12,2,8.366600265340756,-0.08473401796181235,11,5.0,6.0,-0.8902217921070685,-1.381710395644299,8,11,120.0,3,1,3,0,803.0,303.0,0.2421845170405812,3,1190.0,0.0,-0.5732808889356436,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1962.0,3,2.0,540.0,0.0,18.0,2006.0,11.794337924408413,0.009911208339839004,3.0,0.007523197794867524,297.5,2296.0
4,2,0.0,0.8870315013307115,11,5.0,5.0,-1.013913586495258,-1.5362403893122738,5,7,180.0,3,1,3,4,1000.0,188.0,0.514433549078898,1,1188.0,0.0,-0.5785757416646045,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1959.0,2,2.0,531.0,0.0,0.0,2010.0,11.863582336583399,0.009986180417999493,3.0,0.00791743026558936,297.0,2376.0
9,2,9.797958971132712,1.0518861112565236,5,5.0,5.0,-2.8692905023180995,-1.999830370316198,8,11,0.0,3,0,2,5,0.0,747.0,-0.9497350256637571,2,892.0,892.0,0.9992903715657645,0.0,-1.1907886371539629,1.0,1.8820823237465014,3,9.0,0.0,3,3,1914.0,3,1.0,180.0,203.0,40.0,2006.0,11.841415931849784,0.006637564984220731,4.0,0.005315474931962714,356.8,2531.0
1,2,6.0,-2.3970402348737165,15,7.0,5.0,0.8002327311981869,0.7301995178180224,7,12,106.0,2,2,2,5,0.0,764.0,-0.8932931531680085,0,764.0,862.0,0.5809970059778479,0.0,0.8061237684104074,1.0,-1.2175125652925647,2,6.0,0.0,3,2,2003.0,2,2.0,474.0,0.0,27.0,2010.0,12.075394321888057,0.0074264417723788785,1.0,0.004842545128908057,406.5,2390.0
8,2,6.4031242374328485,0.9277196988476298,4,7.0,5.0,0.8414633293275834,0.8332195135966722,7,10,0.0,2,2,2,5,0.0,847.0,-0.6177240109828829,0,847.0,1101.0,1.433468295340564,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,2,2,2004.0,0,2.0,434.0,100.0,48.0,2006.0,12.180754837545884,0.006252954228719652,2.0,0.004838237718719134,324.6666666666667,2795.0
4,2,7.937253933193772,1.0420688923447257,19,6.0,5.0,0.8826939274569799,0.8332195135966722,7,10,0.0,2,2,2,5,0.0,1141.0,0.35838837217888714,0,1141.0,0.0,-0.7030047807951872,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,0.0,3,3,2005.0,3,2.0,484.0,0.0,0.0,2006.0,11.867097278690842,0.010400611111911344,3.0,0.008306948130674657,285.25,2282.0
